region,admin,stid,year,month,date,depth,sechi,temp_b,salinity_b,pH_b,DO_b,COD_b,NH3-N_b,NO2-_b,NO3-_b,DIN_b,TN_b,DIP_b,TP_b,SAS_b,SS_b,Chla_b
South,Yeosu,CK2406,2019,11,2019-11-08,10,4,19.29,32.38,8.2,6.92,0.78,5.7,4.2,10.68,20.58,153.03,4.84,19.34,109,4.35,2.8
South,Yeosu,CK2406,2020,2,2020-02-09,12,4.3,9.51,33.7,8.12,8.76,0.9,9.41,5.74,67.19,82.33,138.46,16,21.02,372.23,5.6,1.26
South,Yeosu,CK2406,2020,5,2020-05-16,11,3.2,15.54,33.75,8.27,9.76,1.67,2.35,0.27,1.48,4.1,142.67,2.64,21.14,110.12,15.7,3.94
South,Yeosu,CK2406,2020,8,2020-08-17,9,2.9,19.73,32.47,8.15,7.55,2.46,1.64,4.75,39.17,45.56,189.92,5.02,25.45,505.74,6.5,8.84
South,Yeosu,CK2406,2020,11,2020-11-06,12,4.2,18.14,32.47,8.3,7.97,1.02,5.08,4.75,14.28,24.11,167.43,6.45,20.09,249.26,5.6,2.76
South,Yeosu,CK2406,2021,2,2021-02-23,11,4.5,9.7,34.12,8.18,11,2.3,0.88,0.31,2.65,3.84,151.72,16.43,23.53,36.54,7.55,2.64
South,Yeosu,CK2406,2021,5,2021-05-26,28,4.2,15.93,34,8.16,7.94,1.03,0.6,8.6,36.4,45.7,143.6,6.3,18.8,290.2,15.9,1.96
South,Yeosu,CK2406,2021,8,2021-08-03,11,6.5,26.39,31.2,8.17,6.77,1.72,2.4,0.9,30.3,33.6,153.8,2.7,18.23,257.74,9.7,1.45
South,Yeosu,CK2406,2021,11,2021-11-13,11,3,18.19,33.21,8.24,4.9,0.89,16.04,6.9,16.69,39.63,110.77,8.93,21.02,245.87,9.4,1.75
South,Yeosu,CK2406,2022,2,2022-02-23,12,4,7.87,34,8.47,8.47,3.03,4.7,0.8,2.4,8,135.8,3.7,19.7,70,7.9,2.28
South,Yeosu,CK2406,2022,5,2022-05-04,12,6.3,14.22,33.27,8,8.41,1.79,9.2,3.4,14.1,26.7,134.7,3.8,18.5,226.2,13.7,0.94
South,Yeosu,CK2406,2022,8,2022-08-21,17,6,18.59,33.32,8.04,8.67,1.73,4.9,9.4,59.9,74.2,221.4,14.1,28.2,475.2,3.8,1.12
South,Yeosu,CK2406,2022,11,2022-11-14,13.5,4,18.09,33.43,8.14,6.2,1.42,9.1,1.7,6.2,17,163.5,6.9,22.5,153.9,4.3,3.54
South,Yeosu,CK2406,2023,2,2023-02-12,13,4.5,9.12,33.91,8.3,10.44,1.97,3.19,2,15.5,20.69,122.09,7.72,19.19,137.2,8.7,1.95
South,Yeosu,CK2406,2023,5,2023-05-25,11,5,17.34,33.14,8.21,8.48,2.16,4.82,1.95,10.02,16.79,124.88,1.36,13.92,89.94,5.3,1.96
South,Yeosu,CK2406,2023,8,2023-08-19,12,4.3,27.16,31.02,8.12,6.76,1.43,9.2,1.93,6.55,17.68,152.87,1.3,14.76,209.97,5.3,1.2
South,Yeosu,CK2406,2023,11,2023-11-08,13,3,17.44,33.19,8.17,4.57,1.23,21.91,17.47,99.96,139.34,185.47,21.45,29.76,569.58,3.8,0.43
South,Yeosu,CK2406,2024,2,2024-02-06,12,3,9.39,33.74,8.14,9.61,1.09,8.99,6.64,108.02,123.65,254.76,20,25.92,462.98,5.45,4.04
South,Yeosu,CK2406,2024,5,2024-05-09,13,4,16.21,33.13,8.18,8.23,2.3,9.73,2.48,17.44,29.65,141.9,4.03,16.83,229.96,11.4,1.42
South,Yeosu,CK2406,2024,8,2024-08-07,13,5,19.35,33.25,8.13,7.19,1.06,11.19,4.48,26.61,42.28,163.38,8.22,20.62,336.98,10.9,1.78
South,Yeosu,CK2406,2024,11,2024-11-10,13,3,19.99,32.13,8.08,7.79,0.97,11.89,9.87,16.65,38.4,135.45,8.28,17.58,226.86,9.2,2.16
South,Tongyoung,CK2415,2014,2,2014-02-24,25.5,4,8.65,34.15,8.3,10.17,1.06,3.1,0.9,1.4,5.4,196.8,3.5,25.6,21,7,7.89
South,Tongyoung,CK2415,2014,5,2014-05-22,25.8,9.3,15.07,34.12,8.2,7.81,0.63,9.9,3.3,4.6,17.9,271.9,7.1,32.5,274.7,6.2,1.6
South,Tongyoung,CK2415,2014,8,2014-08-27,24.1,3.9,19.96,33.12,8.12,4.55,1.28,2.7,14.2,84.2,101.1,253.5,13.7,25.7,725.6,7,0.46
South,Tongyoung,CK2415,2014,11,2014-11-08,26,3.4,19.61,32.99,8.12,7.2,0.76,2.9,27.7,23.9,54.5,266.9,7.6,21.3,333.1,21.2,1.1
South,Tongyoung,CK2415,2015,2,2015-02-10,26,3,8.19,33.82,8.26,10.87,1.23,4.6,0.4,1.9,7,216.8,4.2,21.3,5.9,5.6,6.6
South,Tongyoung,CK2415,2015,5,2015-05-19,24,4.5,14.06,33.31,8.22,7.09,0.66,35.8,5.3,28.6,69.7,279.9,5.2,18.7,326,26.9,1.51
South,Tongyoung,CK2415,2015,8,2015-08-10,25,5.3,17.2,33.35,8.04,6.51,0.36,2.8,4.1,96.3,103.2,243.5,16,19.6,521.7,8.6,2.22
South,Tongyoung,CK2415,2015,11,2015-11-10,24.5,12.8,17.83,32.6,8.08,5.81,0.63,25.1,15.8,80,120.8,396.1,18.6,25.5,540.1,8.1,0.27
South,Tongyoung,CK2415,2016,2,2016-02-23,26.5,5,8.84,33.68,8.35,10.41,1.14,10.5,2.9,64.1,77.5,322.8,10.4,22.8,216,4.8,2.88
South,Tongyoung,CK2415,2016,5,2016-05-20,25,3.7,14.71,33.69,8.02,6.31,0.55,37.4,12,29.6,79,199.7,6.3,24.5,457.7,27,1.48
South,Tongyoung,CK2415,2016,8,2016-08-13,24.5,7.2,19.48,33.37,8,4.36,0.9,20.1,16,43.4,79.5,184.4,16.3,30.6,546.2,6,1.5
South,Tongyoung,CK2415,2016,11,2016-11-10,24.5,4.3,18.76,32.74,8.07,7.01,0.85,10.6,25.8,61,97.4,209.5,10.9,21.9,379.3,5.6,0.11
South,Tongyoung,CK2415,2017,2,2017-02-08,24.5,4.3,9.07,33.71,8.19,10.07,1.27,9.66,2.27,7.46,19.39,181.03,11.94,31.31,75.49,7.85,1.96
South,Tongyoung,CK2415,2017,5,2017-05-17,25,8.5,14.68,34.05,8.18,7.84,1.46,1.07,3.77,18.86,23.69,107.4,6.51,14.5,252.11,7,1.11
South,Tongyoung,CK2415,2017,8,2017-08-16,24,8.8,23.62,32.97,8.05,5.17,1.43,1.47,19,21.15,41.62,211.68,17.08,23.22,574.7,6.05,0.69
South,Tongyoung,CK2415,2017,11,2017-11-12,25.5,3.5,18.43,33.11,8.13,6.53,0.53,12.19,16.21,25.63,54.04,94.78,13.45,14.62,322.31,6.7,0.7
South,Tongyoung,CK2415,2018,2,2018-02-25,25,8,7.92,34.26,8.34,11.01,1.22,10.46,0.62,4.73,15.81,176.09,14.69,28.37,119.03,8.25,1.8
South,Tongyoung,CK2415,2018,5,2018-05-21,25.5,5.1,15.36,33.83,8.23,8.09,1.98,14.9,2.79,22.83,40.52,157.33,2.79,17.08,205.66,7.5,1.81
South,Tongyoung,CK2415,2018,8,2018-08-15,26,2.1,21.76,33.01,7.96,2.45,0.89,36.29,16.3,10.6,63.19,138.54,21.5,28.18,883.34,13.43,0.57
South,Tongyoung,CK2415,2018,11,2018-11-07,23.5,6.3,17.8,33.48,8.21,8.42,0.87,14.32,8.41,40.99,63.73,146.26,10.82,23.68,271.77,5.2,1.75
South,Tongyoung,CK2415,2019,2,2019-02-26,25.5,4.8,9.53,34.07,8.32,10.29,1.46,4.84,1.74,9.46,16.04,137.51,6.82,21.7,102.59,8,0.87
South,Tongyoung,CK2415,2019,5,2019-05-02,24,9.5,12.69,33.72,8.11,8.21,1.18,21.7,6.3,27.65,55.65,248.46,12.37,34.04,290.19,12.75,3.14
South,Tongyoung,CK2415,2019,8,2019-08-09,24.5,5.5,18.73,33.25,7.97,5.03,1.67,23.53,13.3,81.97,118.8,272.64,28.68,41.76,696.02,10.8,1.57
South,Tongyoung,CK2415,2019,11,2019-11-16,24,8.8,18.14,33.1,8.18,7.55,0.95,8.2,5.6,46.2,60,180.61,10.85,25.08,255.98,4.9,1.68
South,Tongyoung,CK2415,2020,2,2020-02-09,27.5,4,10.81,33.97,8.13,8.18,0.91,3.46,8.68,95.75,107.88,189.18,17.42,28.58,433.66,25.6,1.34
South,Tongyoung,CK2415,2020,5,2020-05-17,23,4.4,14.39,33.92,8.18,8.84,1.1,25.66,1.64,10.92,38.22,156.2,8.65,24.74,297.47,17.95,1.4
South,Tongyoung,CK2415,2020,8,2020-08-19,24,2.6,16.79,33.68,7.51,5.07,1.4,3.25,5.91,177.07,186.23,268.55,31.12,44.7,788.98,11.7,1.13
South,Tongyoung,CK2415,2020,11,2020-11-06,24,5,18.34,32.69,8.21,7.01,1.16,0.11,7.59,46.76,54.46,164.79,11.44,22.57,327.38,7.18,2.38
South,Tongyoung,CK2415,2021,2,2021-02-22,24,7.5,8.96,34.05,8.19,10.21,1.72,0.13,3.11,32.63,35.87,162.86,10.39,27.84,166.52,13.5,3.76
South,Tongyoung,CK2415,2021,5,2021-05-20,24,7,15.36,34.06,7.95,6.51,1.11,43.9,12.8,37,93.7,236.3,15.3,30.4,555.1,16.4,0.9
South,Tongyoung,CK2415,2021,8,2021-08-03,23,6.3,19.4,33.5,7.17,4.03,2.96,18.8,12.3,136.2,167.3,299.98,30.04,32.86,980.34,23.95,0.42
South,Tongyoung,CK2415,2021,11,2021-11-13,23,4.5,18.78,33.41,8.27,7.45,0.86,13.26,7.36,16.13,36.75,133.92,8.03,18.85,325.78,57,1.47
South,Tongyoung,CK2415,2022,2,2022-02-19,25,4.1,7.99,34,8.34,10.69,2.74,8.8,0.5,1.1,10.4,105.4,4.2,21.4,34,16.2,3.2
South,Tongyoung,CK2415,2022,5,2022-05-04,27,7.5,13.28,33.46,7.98,8.17,1.73,24,5.4,23.1,52.5,179.9,6,22.8,261.6,9.6,0.54
South,Tongyoung,CK2415,2022,8,2022-08-16,24,4,18.14,33.47,7.78,4.73,1.54,3.4,7.6,118.1,129.1,225.4,23.5,30.5,608.4,8.2,0.7
South,Tongyoung,CK2415,2022,11,2022-11-14,26,6,18.3,33.48,8.11,7.38,2,9.7,3.1,10.5,23.3,147.5,7.8,19.9,194,4.4,3.52
South,Tongyoung,CK2415,2023,2,2023-02-12,26,11.8,8.2,33.86,8.25,9.8,1.29,9.18,2.7,31.44,43.33,142.91,10.94,20.99,254.74,15.8,0.74
South,Tongyoung,CK2415,2023,5,2023-05-18,25,5,15.15,33.79,8.12,7.72,1.31,30.56,5.96,14.67,51.2,149.02,8.8,17.92,279.08,9.65,2.08
South,Tongyoung,CK2415,2023,8,2023-08-19,26,8,25.45,31.68,8.29,6.25,1.41,28.52,4.49,11.7,44.72,147.2,8.84,15.13,541.1,7.3,0.9
South,Tongyoung,CK2415,2023,11,2023-11-11,25,7,17.02,33.68,8.2,5.9,0.91,10.01,9.49,116.68,136.18,208.88,22.79,35.28,574.11,2.1,0.59
South,Tongyoung,CK2415,2024,2,2024-02-06,26,4,9.44,33.82,8.11,9.45,1.04,7.29,7.31,104.05,118.65,131.92,19.28,19.75,475.52,4.95,1.08
South,Tongyoung,CK2415,2024,5,2024-05-13,25,4.5,16.02,33.74,8.21,7.63,0.86,23.8,2.73,9.7,36.23,124.82,7.53,16.86,225.26,17.2,0.63
South,Tongyoung,CK2415,2024,8,2024-08-07,26,7,16.84,33.7,7.96,4.7,0.84,6.89,9.46,142.13,158.48,230.82,27.47,34.5,665.73,9.8,1.06
South,Tongyoung,CK2415,2024,11,2024-11-10,25,5,20.67,32.64,8.03,7.26,0.64,11.31,16,27.58,54.89,163.06,11.56,19.72,303.83,6.9,2.36
South,Tongyoung,CK2416,2014,2,2014-02-24,17,7,9.21,34.26,8.27,10.08,0.71,1.6,2,12.7,16.3,230.4,7.8,27.8,161.2,4.3,8
South,Tongyoung,CK2416,2014,5,2014-05-27,18,7.2,16.6,34.08,8.2,7.75,0.9,5.1,0.9,1.7,7.7,265.7,6.3,31.7,299,11.6,2.96
South,Tongyoung,CK2416,2014,8,2014-08-22,16.5,5,22.4,33,7.92,4.35,1.32,44.6,30.1,53.8,128.5,325.5,18.8,31.3,979.3,11.4,1.62
South,Tongyoung,CK2416,2014,11,2014-11-07,16,2,19.33,32.62,8.07,6.74,0.69,8.5,48.5,49.6,106.6,352.5,14.6,33.5,529.4,13.8,1.67
South,Tongyoung,CK2416,2015,2,2015-02-08,17,2,10.01,34.03,8.14,9.45,0.37,6.6,6.7,88.1,101.4,299.9,14.8,26.5,368.7,17.8,1.8
South,Tongyoung,CK2416,2015,5,2015-05-25,17,5.1,16.13,33.42,8.2,7.07,1.52,17.1,2.8,12.7,32.6,217.7,1.9,15.3,294.3,7.5,1.34
South,Tongyoung,CK2416,2015,8,2015-08-10,16.5,4.3,18.84,33.07,7.99,5.3,0.85,2.7,17.1,65.5,85.4,250.8,18.2,25.2,735.2,8.5,2.58
South,Tongyoung,CK2416,2015,11,2015-11-10,16,1.8,18,32.49,8.07,6.4,0.73,35.2,20.8,71,127.1,383.6,21.1,29.6,642.2,11.6,0.51
South,Tongyoung,CK2416,2016,2,2016-02-15,17.5,3,9.97,33.8,8.38,9.56,1.02,12,4.1,95.6,111.7,360.1,17,23.7,397.3,14.4,0.8
South,Tongyoung,CK2416,2016,5,2016-05-18,16.5,6,15.06,33.49,8.09,7.43,1.76,6.6,5.5,15.1,27.2,130.1,6.3,15.3,220,11.9,1.65
South,Tongyoung,CK2416,2016,8,2016-08-11,17,8.5,21.67,33.47,8.13,7.08,1.24,6.7,1.4,0.7,8.9,152.5,4.3,26.2,116.2,9.4,2.18
South,Tongyoung,CK2416,2016,11,2016-11-10,16.5,2.3,18.22,32.15,8.01,6.27,0.94,12.8,26.4,99.1,138.3,273.3,18.8,32.9,607,7.9,0.38
South,Tongyoung,CK2416,2017,2,2017-02-08,16,3.8,8,33.53,8.17,10.61,1.53,8.19,0.98,1.81,10.98,147.71,10.54,22.69,68.04,5.9,0.97
South,Tongyoung,CK2416,2017,5,2017-05-17,17.5,3.9,15.47,34.04,8.19,7.93,0.84,0.64,0.56,3.35,4.55,53.5,3.97,8.6,236.07,9,1.3
South,Tongyoung,CK2416,2017,8,2017-08-13,17,3.5,22.27,33.19,8.04,4.83,1.59,0.61,17.3,15.96,33.88,194.82,15.78,24.24,546,18.05,1.02
South,Tongyoung,CK2416,2017,11,2017-11-13,16.5,3.5,17.5,32.77,8.08,6.08,0.56,38.6,11.37,32.26,82.22,109.2,13.39,15.81,452.26,4.5,0.59
South,Tongyoung,CK2416,2018,2,2018-02-25,17,5.5,9.38,34.39,8.29,10.14,1.02,9.07,0.42,57.15,66.64,159.66,16.37,22.38,237.61,6.55,1.66
South,Tongyoung,CK2416,2018,5,2018-05-19,17,2,15.79,33.64,8.21,7.87,1.9,13.03,0.31,2.79,16.13,131.63,0.31,16.68,277.59,18.2,1.22
South,Tongyoung,CK2416,2018,8,2018-08-15,18,2.8,23.33,33,8.1,2.88,0.94,16.48,8.1,27.9,52.48,98,11,12.56,447.44,12.25,0.78
South,Tongyoung,CK2416,2018,11,2018-11-07,17.5,2.4,17.71,33.58,8.12,7.82,0.82,10.54,14.31,65.23,90.08,180.11,14.63,28.71,399.22,7.47,1.84
South,Tongyoung,CK2416,2019,2,2019-02-26,17.5,3.1,12.2,34.38,8.21,8.74,1.45,16.58,5.98,94.54,117.1,240.09,12.65,20.71,250.21,6.6,0.99
South,Tongyoung,CK2416,2019,5,2019-05-02,16,6.9,14.19,34.1,8.18,9,1.28,1.08,0.38,1.39,2.84,141.88,4.43,18.72,163.69,6.25,1.49
South,Tongyoung,CK2416,2019,8,2019-08-16,17,9.5,23.02,32.72,8.2,7.38,1.21,4.44,3.68,14.76,22.88,172.56,10.97,20.96,265.66,7.1,1.37
South,Tongyoung,CK2416,2019,11,2019-11-07,15,4.5,19.89,32.98,8.07,7.18,1.16,5.56,25.31,48.5,79.37,210.9,13.52,28.99,409.36,8.4,3.18
South,Tongyoung,CK2416,2020,2,2020-02-19,16,2.5,10.21,33.84,8.24,10.19,1.71,4.58,4.34,33.52,42.43,153.87,9.98,25.42,214.65,9.4,1.9
South,Tongyoung,CK2416,2020,5,2020-05-17,15,4.5,15.32,33.99,8.2,9.08,1.12,0.01,0.55,1.62,2.18,131.74,4.09,19.34,176.54,9.25,2.6
South,Tongyoung,CK2416,2020,8,2020-08-19,15,3.9,17.65,33.39,7.55,4.95,1.32,1.5,11,141.96,154.46,238.66,28.8,41.7,916.61,11.4,2.76
South,Tongyoung,CK2416,2020,11,2020-11-05,16,2.8,18.41,32.81,8.1,6.35,1.23,4.2,14.1,84.38,102.68,210.7,19.31,31.62,522.2,10.3,2.1
South,Tongyoung,CK2416,2021,2,2021-02-21,16,3.5,9.74,34.19,8.1,9.68,1.23,0.08,0.92,11.3,12.31,151,10.85,23.37,72.6,4.94,2.64
South,Tongyoung,CK2416,2021,5,2021-05-19,17,5,16.54,33.94,8.24,7.5,1.13,9.7,3.3,25.5,38.4,233.3,4,21.1,208.3,16.9,1.64
South,Tongyoung,CK2416,2021,8,2021-08-09,15,5.3,23.27,32.44,7.87,5.01,3.32,54.9,8.7,35.4,99,155.69,17.11,24.92,661.22,14.65,0.87
South,Tongyoung,CK2416,2021,11,2021-11-19,15,5,17.35,33.5,8.2,6.59,6.44,4.14,12.42,90.65,107.21,208.4,21.27,30.54,555.74,27.2,2.32
South,Tongyoung,CK2416,2022,2,2022-02-18,15,3.1,7.9,34.08,8.37,9.93,2.34,6.6,1.9,16.3,24.7,124.1,10.3,22.3,231.2,15,1.86
South,Tongyoung,CK2416,2022,5,2022-05-11,16.5,6.9,14.98,33.45,8.16,7.82,0.83,3.3,0.9,2.1,6.3,147.6,2.3,20.3,248.3,6.4,2.04
South,Tongyoung,CK2416,2022,8,2022-08-18,16,4.1,18.82,33.55,7.98,4.12,1.63,3.8,16.4,91.2,111.3,263.2,21.6,34.6,635.3,10.2,0.58
South,Tongyoung,CK2416,2022,11,2022-11-14,18,3,17.7,33.29,8.03,7.11,1.98,18.6,8.7,37,64.4,189.6,14.8,25.6,354.4,5.6,2.04
South,Tongyoung,CK2416,2023,2,2023-02-19,16,3.2,10.48,34.13,8.25,9.17,1.64,9.34,5.36,68.47,83.17,174.55,15.97,24.09,331.21,20.3,1.61
South,Tongyoung,CK2416,2023,5,2023-05-25,17,4.2,16.75,33.77,8.11,7.65,1.67,7.25,1.51,4.82,13.57,141.18,4.12,16.62,124.68,5.8,3.4
South,Tongyoung,CK2416,2023,8,2023-08-20,17,5,26.16,30.81,7.71,6.61,1.66,20.08,2.04,7.01,29.13,178.78,3.04,14.51,181.02,8.1,1.64
South,Tongyoung,CK2416,2023,11,2023-11-11,16,3,17.57,33.48,8.1,5.68,1.04,16.35,15.89,115.29,147.53,191.56,25.2,36.61,655.14,3,1.4
South,Tongyoung,CK2416,2024,2,2024-02-04,17,5,9.61,33.86,8.04,10.89,0.76,10.53,7.78,97.72,116.03,183.44,20.55,26.32,493.58,4.75,2.14
South,Tongyoung,CK2416,2024,5,2024-05-04,17,5.5,15.32,33.76,8.12,8.34,2.42,14.06,0.77,4.16,18.98,124.56,4.06,17.58,139.86,10.3,1.46
South,Tongyoung,CK2416,2024,8,2024-08-07,17,5,18.34,33.57,7.99,5.07,1.18,5.73,10.47,67.1,83.3,195.26,20.4,34.41,586.04,15.9,3.1
South,Tongyoung,CK2416,2024,11,2024-11-10,16,3,20.46,32.27,8,7.37,0.74,9.09,31.08,57.57,97.73,217.66,18.41,27.4,452.87,7.8,2.08
South,Tongyoung,CK2418,2014,2,2014-02-24,19,5,10.19,34.31,8.24,9.42,0.37,4,4.1,41.1,49.2,220.7,12.7,22.2,255.4,5,2.23
South,Tongyoung,CK2418,2014,5,2014-05-28,17.6,5,16.25,34.04,8.24,8.17,0.98,15.1,2.4,7.9,25.4,283,7,14.1,213.9,9.1,2.26
South,Tongyoung,CK2418,2014,8,2014-08-23,20,2.2,20.84,33.15,8.08,5.67,1.35,0.3,12.2,84.4,96.9,269.2,10.7,23.2,566.5,4.6,1.16
South,Tongyoung,CK2418,2014,11,2014-11-15,20.3,2.5,16.97,33.31,8.05,6.62,0.76,3.8,13.9,118,135.7,364.2,17.7,31.1,528,10.6,3.07
South,Tongyoung,CK2418,2015,2,2015-02-07,20,3,10.48,34.05,8.17,9.2,0.27,6,6,83.2,95.2,286.1,14.5,24,381.1,5.5,1.52
South,Tongyoung,CK2418,2015,5,2015-05-19,19,3.9,14.77,33.66,8.24,7.68,0.9,21.8,3.9,30.5,56.2,272.8,5.5,19.5,194.3,8,1.54
South,Tongyoung,CK2418,2015,8,2015-08-10,18,3.6,18.05,33.44,8.04,6.27,0.96,3.1,9.9,86.5,99.5,264.5,16.4,35.3,582.3,23.8,3.52
South,Tongyoung,CK2418,2015,11,2015-11-10,18.5,2.5,17.68,32.71,8.1,6.53,1.12,20.7,17.2,91,128.9,419,20.5,26.4,556,18.2,0.75
South,Tongyoung,CK2418,2016,2,2016-02-15,20,2.5,10.65,33.88,8.39,9.49,0.92,10.8,4.2,103.9,118.8,404.8,16.5,29.6,384.5,15.5,0.67
South,Tongyoung,CK2418,2016,5,2016-05-14,20,3.3,15.01,33.68,8.14,7.8,0.66,25.8,7.4,22.6,55.8,144.4,6,16.2,204.1,6.1,0.75
South,Tongyoung,CK2418,2016,8,2016-08-10,20.5,6.5,20.89,33.5,8.14,6.36,1.21,11.8,1.1,2.8,15.7,166,8.4,33.1,226.2,14.1,3.03
South,Tongyoung,CK2418,2016,11,2016-11-09,18.5,2.4,18.14,32.9,8.06,6.46,0.68,8.6,19.1,109.8,137.6,253.3,17.6,26.7,517.4,9.4,1.22
South,Tongyoung,CK2418,2017,2,2017-02-08,21.5,4.2,11.27,34.15,8.16,9.28,2.08,11.98,6.58,65.9,84.46,206.88,13.86,22.97,232.76,4.1,0.38
South,Tongyoung,CK2418,2017,5,2017-05-17,20,3.2,15.15,34.19,8.2,8.23,0.93,0.57,7.45,25.69,33.71,74.1,5.24,10,190.9,6.55,1.85
South,Tongyoung,CK2418,2017,8,2017-08-12,18.5,2.7,20.65,33.42,8.09,5.84,1.92,0.57,12.4,56.27,69.24,249.37,16.8,25.7,510.27,9.45,1.58
South,Tongyoung,CK2418,2017,11,2017-11-13,18.5,3.8,17.7,33.27,8.06,5.82,0.31,2.56,24.95,90.57,118.07,196.66,15.44,24.74,470.4,5.55,0.49
South,Tongyoung,CK2418,2018,2,2018-02-25,18.5,5,10.41,34.46,8.27,9.56,0.76,8.93,1.64,71.95,82.52,168.85,18.45,21.64,262.25,4.85,0.15
South,Tongyoung,CK2418,2018,5,2018-05-19,20,3.5,15.09,33.88,8.25,8.44,1.45,8.09,2.28,11.28,21.65,131.89,2.28,15.44,201.15,12.6,1.5
South,Tongyoung,CK2418,2018,8,2018-08-15,19.5,2.6,22.15,33.19,8.12,4.17,1.04,16.51,6,41.4,63.91,146.27,9.6,20.8,317.38,6.1,1.32
South,Tongyoung,CK2418,2018,11,2018-11-07,19.5,2.1,17,33.78,8.05,7.73,0.83,2.63,14.8,111.86,129.29,219.56,21.67,33.57,481.6,13.53,1.22
South,Tongyoung,CK2418,2019,2,2019-02-26,19,2.8,12.33,34.36,8.27,9.4,1.04,16.07,7.57,61.61,85.26,168,11.32,22.75,232.26,7.05,0.71
South,Tongyoung,CK2418,2019,5,2019-05-02,20,5.6,14.05,34.11,8.15,8.98,1.5,11.73,1.96,13.73,27.43,102.98,6.11,15.69,154.48,7.05,0.26
South,Tongyoung,CK2418,2019,8,2019-08-09,19,4,18.95,33.33,8.04,6.27,2.02,6.68,7.11,63.94,77.73,242.83,20.27,31.28,436.83,16.85,1.62
South,Tongyoung,CK2418,2019,11,2019-11-07,19,3,19.13,33,8.1,7,1.22,0.98,17.54,85.83,104.36,227.68,16.12,29.11,426.38,4.95,2.14
South,Tongyoung,CK2418,2020,2,2020-02-19,19.5,4,12.17,34.18,8.21,9.38,1.52,5.61,7.55,69.22,82.38,264.54,13.8,27.56,318.58,6.6,0.98
South,Tongyoung,CK2418,2020,5,2020-05-17,21,3,15.12,33.98,8.25,9.42,1.64,22.83,0.69,4.4,27.92,139.51,5.64,20.12,169.26,5.75,1.86
South,Tongyoung,CK2418,2020,8,2020-08-07,18,3.2,17.65,33.24,7.88,6.14,1.08,5.12,6.72,133.85,145.7,226.45,25.42,36.18,672.48,9.63,1.28
South,Tongyoung,CK2418,2020,11,2020-11-05,19.5,3.5,17.86,33,8.09,6.5,1.04,28.1,13.97,103.99,146.06,228.58,21.92,31.16,492.07,12.15,1.25
South,Tongyoung,CK2418,2021,2,2021-02-21,19,6.5,10.85,34.3,8.1,9.33,0.58,0.49,3.46,37.1,41.05,165.87,11.32,23,221.65,12.05,1.92
South,Tongyoung,CK2418,2021,5,2021-05-15,18,4.5,15.95,34.09,8.2,8.16,1.11,0.1,3,8.9,11.9,156.9,3.9,17.5,145.2,12.7,2.14
South,Tongyoung,CK2418,2021,8,2021-08-10,20,4.9,23.72,32.38,8.1,6.38,3.69,61.1,6,64.3,131.4,175.57,11.9,17.58,364.76,10.3,1.53
South,Tongyoung,CK2418,2021,11,2021-11-19,18,4.5,16.35,33.69,8.14,6.75,0.86,2,8.32,136.11,146.43,231.5,25.3,34.5,587.64,33.9,1.58
South,Tongyoung,CK2418,2022,2,2022-02-18,20,4.5,10.2,34.17,8.36,9.42,1.78,11.6,4.9,65.4,81.8,155.9,14.1,23.6,317.3,18.2,1.28
South,Tongyoung,CK2418,2022,5,2022-05-04,19,5.5,14.25,33.58,7.88,9.36,2.46,7.1,2.7,8,17.7,148.6,2.5,17.1,145.3,19.3,0.73
South,Tongyoung,CK2418,2022,8,2022-08-19,21,4,17.73,33.75,8.06,4.98,1.94,1.7,11,142.6,155.2,257.2,27.1,32.7,619.6,6.9,0.48
South,Tongyoung,CK2418,2022,11,2022-11-14,19.8,4.5,17.92,33.54,8.02,7.04,1.77,12.1,12.5,64.8,89.4,177.4,17,26.5,370,4.7,1.27
South,Tongyoung,CK2418,2023,2,2023-02-12,19,5,11.25,34.14,8.19,8.87,1.07,8.72,6.44,79.13,94.29,177.1,16.28,22.97,336.08,13.5,0.62
South,Tongyoung,CK2418,2023,5,2023-05-26,19,4,16.54,33.79,8.14,7.74,1.6,15.51,5.21,13.13,33.85,138.6,6.32,15.78,154.56,8.95,1.56
South,Tongyoung,CK2418,2023,8,2023-08-19,18,4,25.62,30.64,7.88,6.87,1.62,21.97,5.95,22.92,50.83,208.61,4.34,24.37,258.55,4.6,2.14
South,Tongyoung,CK2418,2023,11,2023-11-11,19,3,16.95,33.71,8.14,5.41,1.04,9.81,10.7,142,162.51,210.1,27.19,38.13,632.13,8.5,0.7
South,Tongyoung,CK2418,2024,2,2024-02-04,20,6,11.11,34.02,8.14,8.99,0.65,5.15,8.96,108.86,122.98,190.23,20.86,25.73,462.53,2.85,0.73
South,Tongyoung,CK2418,2024,5,2024-05-13,20,4.5,16.12,33.69,8.2,7.67,2.21,13.71,2.49,8.92,25.12,115.98,5.36,14.01,172.28,12.4,0.69
South,Tongyoung,CK2418,2024,8,2024-08-06,18,4,19.17,33.6,8.05,5.21,0.94,6.99,6.36,60.69,74.03,180.47,15.59,26.85,463.26,11,3.37
South,Tongyoung,CK2418,2024,11,2024-11-09,20,3.5,20.39,32.86,7.95,6.86,0.59,4.56,24.32,68.95,97.83,193.2,15.66,21.86,396.2,8.2,1.03
